can_id,can_nam,can_off,can_off_sta,can_off_dis,can_par_aff,can_inc_cha_ope_sea,can_str1,can_str2,can_cit,can_sta,can_zip,ind_ite_con,ind_uni_con,ind_con,par_com_con,oth_com_con,can_con,tot_con,tra_fro_oth_aut_com,can_loa,oth_loa,tot_loa,off_to_ope_exp,off_to_fun,off_to_leg_acc,oth_rec,tot_rec,ope_exp,exe_leg_acc_dis,fun_dis,tra_to_oth_aut_com,can_loa_rep,oth_loa_rep,tot_loa_rep,ind_ref,par_com_ref,oth_com_ref,tot_con_ref,oth_dis,tot_dis,cas_on_han_beg_of_per,cas_on_han_clo_of_per,net_con,net_ope_exp,deb_owe_by_com,deb_owe_to_com,cov_sta_dat,cov_end_dat,winner,votes
H6VA01174,"ROWE, MATTHEW",H,VA,1,DEM,CHALLENGER,PO BOX 922,,BOWLING GREEN,VA,22427,"$16,118.09 ","$19,654.81 ","$35,772.90 ","$3,750.00 ","$1,243.66 ",,"$40,766.56 ",,,"$1,000.00 ","$1,000.00 ",$92.00 ,,,,"$41,858.56 ","$34,634.47 ",,,,,"$1,000.00 ","$1,000.00 ",,,,,,"$35,634.47 ",,"$6,224.09 ","$40,766.56 ","$34,542.47 ",,,01-01-16,10/19/2016,,
H6MN04236,"RYAN, GREGORY THOMAS",H,MN,4,REP,CHALLENGER,2800 HILLSCOURTE COURT S,,ROSEVILLE,MN,55113,"$10,000.00 ","$8,651.00 ","$18,651.00 ","$5,000.00 ",$800.00 ,,"$24,451.00 ",,"$29,292.64 ",,"$29,292.64 ",,,,,"$53,743.64 ","$41,392.70 ",,,,"$6,498.54 ",,"$6,498.54 ",,,,,$168.07 ,"$48,059.31 ",,"$5,684.33 ","$24,451.00 ","$41,392.70 ","$22,794.10 ",,01-01-16,10/19/2016,,
H6CA48237,"SAVARY, SUZANNE JOYCE",H,CA,48,DEM,CHALLENGER,118 MARINE AVE.,,NEWPORT BEACH,CA,92662,"$62,785.00 ","$24,350.08 ","$87,135.08 ",,"$12,950.00 ",,"$100,085.08 ",,,,,,,,,"$100,085.08 ","$63,930.75 ",,,,,,,$100.00 ,,,$100.00 ,"$1,275.16 ","$65,305.91 ",,"$28,764.17 ","$99,985.08 ","$63,930.75 ","$3,894.47 ",,10-01-15,10/19/2016,,
H2FL13139,"SCHNEIDER, JAN",H,FL,16,DEM,CHALLENGER,P.O. BOX 57,,SANRASOTA,FL,34230,"$37,216.05 ","$4,048.00 ","$41,264.05 ",$100.00 ,,"$2,060.60 ","$43,424.65 ",,"$26,000.00 ",,"$26,000.00 ",,,,,"$69,424.65 ","$39,902.34 ",,,,,,,,,,,,"$39,902.34 ",$714.53 ,"$30,236.84 ","$43,424.65 ","$39,902.34 ","$77,261.89 ",$629.36 ,01-01-15,10/19/2016,,
H6CO03170,"SCHWARTZ, GAIL SHERIDAN MS.",H,CO,3,DEM,CHALLENGER,PO BOX 1209,,CRESTED BUTTE,CO,81224,"$962,958.04 ","$211,403.05 ","$1,174,361.09 ","$5,593.98 ","$319,118.52 ","$2,967.70 ","$1,502,041.29 ",,,,,$237.53 ,,,,"$1,502,278.82 ","$1,096,940.27 ",,,,,,,"$10,915.00 ",,,"$10,915.00 ","$266,500.00 ","$1,374,355.27 ",,"$127,923.55 ","$1,491,126.29 ","$1,096,702.74 ",,,04-01-16,10/19/2016,,
H6FL05169,"SCURRY-SMITH, GLOREATHA (GLO)",H,FL,5,REP,CHALLENGER,P O BOX 8537,,FLEMING ISLAND,FL,32006,"$41,676.60 ","$9,454.00 ","$51,130.60 ","$2,190.00 ",$900.00 ,$45.16 ,"$54,265.76 ",,,,,$0.80 ,,,$365.00 ,"$54,631.56 ","$49,614.16 ",,,,,,,,,,,,"$49,614.16 ",,"$5,117.40 ","$54,265.76 ","$49,613.36 ","$1,163.81 ",,04-01-15,10/19/2016,,
H6CO04160,"SEAY, BOB",H,CO,4,DEM,CHALLENGER,210 W. OAK STREET,,LAMAR,CO,81052,"$25,498.21 ","$21,303.57 ","$46,801.78 ","$9,000.00 ",$900.00 ,$521.59 ,"$57,223.37 ",,,,,,,,"$5,300.00 ","$62,523.37 ","$52,068.44 ",,,,,,,,,,,"$2,706.29 ","$54,774.73 ",,"$11,256.35 ","$57,223.37 ","$52,068.44 ",,,09-01-15,10/19/2016,,
H4CT04114,"SHABAN, JOHN T",H,CT,4,REP,CHALLENGER,29 LEDGEWOOD ROAD,,REDDING,CT,6896,"$102,595.00 ","$29,294.00 ","$131,889.00 ",$300.00 ,"$2,000.00 ",,"$134,189.00 ",,,,,,,,$8.19 ,"$134,197.19 ","$118,427.29 ",,,,,,,,,,,,"$118,427.29 ","$8,053.18 ","$23,823.08 ","$134,189.00 ","$118,427.29 ",,,01-01-15,10/19/2016,,
H6TN03152,"SHEKARI, MELODY",H,TN,3,DEM,CHALLENGER,120 W 19TH ST,,CHATTANOOGA,TN,37408,"$51,490.00 ","$23,966.03 ","$75,456.03 ",,$500.00 ,"$9,211.40 ","$85,167.43 ",,"$10,000.00 ",,"$10,000.00 ",,,,,"$95,167.43 ","$61,052.69 ",,,,,,,,,,,$180.00 ,"$61,232.69 ",,"$33,934.74 ","$85,167.43 ","$61,052.69 ","$10,000.00 ",,03-01-16,10/19/2016,,
H6CA41182,"SHEPHERD, DOUG",H,CA,41,REP,CHALLENGER,17425 DAUBY COURT,,RIVERSIDE,CA,92508,"$60,775.00 ","$11,119.00 ","$71,894.00 ",,"$8,100.00 ","$11,000.00 ","$90,994.00 ",,"$123,000.00 ",,"$123,000.00 ",$500.00 ,,,,"$214,494.00 ","$207,173.37 ",,,,,,,$70.00 ,,,$70.00 ,"$1,725.00 ","$208,968.37 ",,"$5,525.63 ","$90,924.00 ","$206,673.37 ","$191,967.84 ",,01-01-15,10/19/2016,,
H4CA42086,"SHERIDAN, TIMOTHY J",H,CA,42,DEM,CHALLENGER,PO BOX 277,,SUN CITY,CA,92586,"$38,135.97 ","$26,180.67 ","$64,316.64 ",$350.00 ,"$47,000.00 ","$4,544.55 ","$116,211.19 ",,"$20,000.00 ",,"$20,000.00 ",,,,$831.26 ,"$137,042.45 ","$102,266.68 ",,,,,,,,,,,($626.35),"$101,640.33 ","$19,084.44 ","$54,486.56 ","$116,211.19 ","$102,266.68 ","$24,265.13 ",,01-01-15,10/19/2016,,
H6MI08262,"SHKRELI, SUZANNA",H,MI,8,DEM,CHALLENGER,PO BOX 1919,,CLARKSTON,MI,48347,"$317,619.41 ","$150,232.06 ","$467,851.47 ","$15,260.83 ","$85,000.00 ",,"$568,112.30 ",,"$8,500.00 ",,"$8,500.00 ",,,,,"$576,612.30 ","$509,455.43 ",,,,,,,$360.85 ,,,$360.85 ,,"$509,816.28 ",,"$66,796.02 ","$567,751.45 ","$509,455.43 ","$8,500.00 ",,07-01-16,10/19/2016,,
H6KS03241,"SIDIE, JAY",H,KS,3,DEM,CHALLENGER,PO BOX 9574,,MISSION,KS,66201,"$190,630.57 ","$166,175.20 ","$356,805.77 ",,"$51,500.00 ",,"$408,305.77 ",,"$50,000.00 ",,"$50,000.00 ",,,,,"$458,305.77 ","$404,767.60 ",,,,,,,"$1,542.12 ",,,"$1,542.12 ",,"$406,309.72 ",,"$51,996.05 ","$406,763.65 ","$404,767.60 ","$50,000.00 ",,04-01-16,10/19/2016,,
H6MO03325,"SIMMONS, DOANITA MRS",H,MO,3,CON,CHALLENGER,4 APOLLO CT,,ST PETERS,MO,63376,,$75.00 ,"$2,588.00 ",,,,"$2,663.00 ",,,,,,,,,"$2,663.00 ","$1,864.00 ",,,,,,,,,,,,"$1,864.00 ",,$733.00 ,"$2,663.00 ","$1,864.00 ",,,2/23/2016,10/19/2016,,
H6MA01096,"SIMMONS, THOMAS T",H,MA,1,LIB,CHALLENGER,72 MAIN STREET APT 1L,,SHELBURNE FALLS,MA,1370,"$7,570.00 ",$200.00 ,"$7,770.00 ","$4,500.00 ",,,"$12,270.00 ",,"$5,000.00 ",,"$5,000.00 ",,,,$580.00 ,"$17,850.00 ","$16,641.88 ",,,,,,,,,,,,"$16,641.88 ",,"$1,208.12 ","$12,270.00 ","$16,641.88 ","$5,000.00 ",,5/23/2016,10/19/2016,,
H6ME01215,"SMITH, ANDE",H,ME,1,REP,CHALLENGER,48 DEER BROOK FARM,,NORTH YARMOUTH,ME,4097,"$116,254.74 ","$18,210.31 ","$134,465.05 ",,,"$20,955.46 ","$155,420.51 ",,,,,,,,,"$155,420.51 ","$115,914.88 ",,,,,,,"$8,350.00 ",,,"$8,350.00 ",,"$124,264.88 ",,"$31,155.63 ","$147,070.51 ","$115,914.88 ",,,01-01-16,10/19/2016,,
H6MI03172,"SMITH, DOUGLAS MARK JR",H,MI,3,DEM,CHALLENGER,1410 SCOTT CREEK DR NE,,BELMONT,MI,49306,"$3,040.00 ","$3,859.00 ","$6,899.00 ",,"$13,000.00 ",,"$19,899.00 ",,,,,,,,,"$19,899.00 ","$15,998.50 ",,,,,,,,,,,$77.23 ,"$16,075.73 ",,"$3,823.27 ","$19,899.00 ","$15,998.50 ",,,04-01-16,10/19/2016,,
H4AL03061,"SMITH, JESSE TREMAIN",H,AL,3,DEM,CHALLENGER,1009 1ST PLACE SOUTH,,PELL CITY,AL,35125,"$3,411.00 ","$6,267.00 ","$9,678.00 ",,,"$3,200.00 ","$9,678.00 ",,,,,,,,,"$9,678.00 ","$6,818.00 ",,,,,,,,,,,,"$6,818.00 ",,$482.00 ,"$9,678.00 ","$6,818.00 ",,,01-01-15,10/19/2016,,
S6UT00246,"SNOW, MISTY K",S,UT,0,DEM,CHALLENGER,328 E HUBBARD AVE,,SALT LAKE CITY,UT,84111,"$24,425.00 ","$36,444.00 ","$60,869.00 ","$1,000.00 ",$577.00 ,"$1,200.00 ","$63,646.00 ",,,,,$500.00 ,,,,"$64,146.00 ","$48,869.00 ",,,,,,,,,,,"$1,293.00 ","$50,162.00 ",$115.00 ,"$14,167.00 ","$63,646.00 ","$48,369.00 ",,,04-01-16,10/19/2016,,
H6TN05322,"SNYDER, STACY RIES",H,TN,5,REP,CHALLENGER,5500 NEVIL POINTE,,BRENTWOOD ,TN,37027,"$47,530.00 ","$4,126.00 ","$51,656.00 ",,"$1,000.00 ",,"$52,656.00 ",,"$5,064.63 ",,"$5,064.63 ",,,,,"$57,720.63 ","$42,118.54 ",,,,,,,,,,,,"$42,118.54 ",,"$15,602.09 ","$52,656.00 ","$42,118.54 ","$5,064.63 ",,04-01-16,10/19/2016,,
H6WI01192,"SOLEN, RYAN ASHER",H,WI,1,DEM,CHALLENGER,8239 W RED PINE CIRCLE,,MOUNT PLEASANT,WI,53406,"$3,600.00 ","$12,289.61 ","$15,889.61 ","$1,600.00 ",,$112.91 ,"$17,602.52 ",,,,,,,,$0.05 ,"$17,602.57 ","$10,180.13 ",,,,,,,,,,,,"$10,180.13 ",,"$7,422.44 ","$17,602.52 ","$10,180.13 ",,,01-01-16,10/19/2016,,
H6NJ06229,"SONNEK-SCHMELZ, BRENT J",H,NJ,6,REP,CHALLENGER,51 OCEAN BLVD,,ATLANTIC HIGHLANDS,NJ,7716,"$59,225.86 ","$7,189.54 ","$66,415.40 ",,$840.00 ,$29.00 ,"$67,284.40 ",,,,,,,,,"$67,284.40 ","$60,860.12 ",,,,,,,$9.95 ,,,$9.95 ,,"$60,870.07 ",,"$6,414.33 ","$67,274.45 ","$60,860.12 ","$2,415.40 ",,2/28/2016,10/19/2016,,
H6NM02101,"SOULES, MERRIE LEE MS.",H,NM,2,DEM,CHALLENGER,6760 BRIGHT VIEW,,LAS CRUCES,NM,88007,"$132,703.67 ","$40,221.22 ","$172,924.89 ",,"$5,000.00 ",,"$177,924.89 ",,,"$156,000.00 ","$156,000.00 ",,,,,"$333,924.89 ","$276,223.49 ",,,,,,,$100.00 ,,,$100.00 ,,"$276,323.49 ","$6,169.51 ","$8,228.03 ","$177,824.89 ","$276,223.49 ","$113,000.00 ",,04-01-16,10/19/2016,,
H6NY14244,"SPOTORNO, FRANK",H,NY,14,REP,CHALLENGER,35 STILLWELL AVENUE,,YONILEM,NY,10704,"$7,950.00 ",$800.00 ,"$8,750.00 ",$150.00 ,,"$1,500.00 ","$10,400.00 ",,"$128,500.00 ",,"$128,500.00 ",$224.10 ,,,$300.00 ,"$139,424.10 ","$83,369.66 ",,,,,,,,,,,,"$83,369.66 ",,"$56,054.20 ","$10,400.00 ","$83,145.56 ","$128,500.00 ",,07-01-15,10/19/2016,,
S6NY00383,"SPOTORNO, FRANK",S,NY,0,REP,CHALLENGER,35 STILLWELL AVENUE,,YONKERS,NY,10704,"$7,950.00 ",$800.00 ,"$8,750.00 ",$150.00 ,,"$1,500.00 ","$10,400.00 ",,"$128,500.00 ",,"$128,500.00 ",$224.10 ,,,$300.00 ,"$139,424.10 ","$83,369.66 ",,,,,,,,,,,,"$83,369.66 ",,"$56,054.20 ","$10,400.00 ","$83,145.56 ","$128,500.00 ",,07-01-15,10/19/2016,,
S6FL00467,"STANTON, PAUL ANTHONY",S,FL,0,LIB,CHALLENGER,PO BOX 335,,DELAND,FL,327210335,"$11,650.00 ","$4,119.00 ","$15,769.00 ","$3,201.00 ",,$759.00 ,"$19,730.00 ",,"$4,500.00 ",,"$4,500.00 ",$62.00 ,,,,"$24,292.00 ","$18,956.00 ",,,,,,,"$1,000.00 ",,,"$1,000.00 ",,"$19,956.00 ",,"$4,336.00 ","$18,730.00 ","$18,893.00 ","$5,388.00 ",,04-01-16,10/19/2016,,
S6AK00151,"STOCK, MARGARET",S,AK,0,IND,CHALLENGER,PO BOX 240968,,ANCHORAGE,AK,99524,"$429,480.00 ","$148,866.00 ","$578,347.00 ",,"$4,650.00 ","$82,914.00 ","$665,913.00 ",,,,,$469.00 ,,,"$1,550.00 ","$667,934.00 ","$586,064.00 ",,,,,,,"$2,602.00 ",,,"$2,602.00 ","$21,500.00 ","$610,167.00 ",,"$57,766.00 ","$663,310.00 ","$585,594.00 ",,,02-12-16,10/19/2016,,
H6CO01208,"STOKHAM, CHARLES WESLEY (CASPER)",H,CO,1,REP,CHALLENGER,24500 E APPLEWOOD CIR,,AURORA,CO,80016,"$29,124.00 ","$19,558.93 ","$48,682.93 ","$6,450.00 ","$1,375.00 ",,"$56,507.93 ",,,,,$115.80 ,,,,"$56,623.73 ","$49,053.41 ",,,,,,,$60.00 ,,,$60.00 ,,"$49,113.41 ",,"$7,510.32 ","$56,447.93 ","$48,937.61 ",,,08-11-15,10/19/2016,,
H6CA36182,"STONE, JEFFREY E",H,CA,36,REP,CHALLENGER,33413 SUSAN GRACE COURT,,TEMECULA,CA,92592,"$248,786.44 ","$15,240.00 ","$264,026.44 ",,"$77,498.00 ",,"$341,524.44 ",,,,,,,,,"$341,524.44 ","$283,798.77 ",,,,,,,,,,,,"$283,798.77 ",,"$57,725.67 ","$341,524.44 ","$283,798.77 ","$4,542.11 ",,01-01-16,10/19/2016,,
H6PA05133,"STRANO TAYLOR, KERITH",H,PA,5,DEM,CHALLENGER,340 MAIN STREET,,BROOKVILLE,PA,15825,"$67,348.08 ","$31,653.53 ","$99,001.61 ",,"$2,000.00 ",$147.00 ,"$101,148.61 ",,,,,,,,,"$101,148.61 ","$77,314.34 ",,,,,,,,,,,,"$77,314.34 ","$4,864.82 ","$28,699.09 ","$101,148.61 ","$77,314.34 ",,,01-01-15,10/19/2016,,
S6OH00254,"STRICKLAND, TED",S,OH,0,DEM,CHALLENGER,5561 CHOWNING WAY,,COLUMBUS,OH,43213,"$5,904,566.00 ","$2,619,003.00 ","$8,523,574.00 ","$57,300.00 ","$891,111.00 ","$2,900.00 ","$9,474,887.00 ","$777,363.00 ",,,,"$15,958.00 ",,,"$1,902.00 ","$10,270,122.00 ","$9,550,606.00 ",,,,,,,"$106,898.00 ",,"$10,905.00 ","$117,803.00 ","$3,050.00 ","$9,671,463.00 ",,"$598,658.00 ","$9,357,081.00 ","$9,534,643.00 ",,,01-01-15,10/19/2016,,
H6TX32092,"STUARD, GARY",H,TX,32,GRE,CHALLENGER,6133 REIGER AVENUE,,DALLAS,TX,75214,$250.00 ,"$1,978.57 ","$2,228.57 ",$500.00 ,,,"$2,728.57 ",,,,,,,,,"$2,728.57 ","$1,649.91 ",,,,,,,,,,,$498.45 ,"$2,148.36 ",,$580.21 ,"$2,728.57 ","$1,649.91 ",$30.00 ,,07-01-16,10/19/2016,,
S6ID00112,"STURGILL, JERRY",S,ID,0,DEM,CHALLENGER,618 EAST HIGHLAND VIEW DRIVE,,BOISE,ID,83702,"$361,827.00 ","$39,750.00 ","$401,578.00 ","$1,350.00 ","$10,250.00 ","$18,100.00 ","$431,278.00 ",,"$297,000.00 ",,"$297,000.00 ",,,,$111.00 ,"$728,390.00 ","$463,807.00 ",,,,,,,$650.00 ,,,$650.00 ,,"$464,457.00 ",,"$263,931.00 ","$430,628.00 ","$463,807.00 ","$297,915.00 ",,03-10-16,10/19/2016,,
H6PA05141,"SUBICK, JULIAN",H,PA,5,IND,CHALLENGER,PO BOX 138,,STATE COLLEGE,PA,16801,"$1,308.91 ","$1,100.00 ","$2,408.91 ",,,$25.00 ,"$2,433.91 ",,,,,,,,,"$2,433.91 ","$2,028.89 ",,,,,,,,,,,,"$2,028.89 ",,$405.02 ,"$2,433.91 ","$2,028.89 ",,,01-01-16,10/19/2016,,
H6NC01124,"SUMMERELL, JOSEPH JOHN MR.",H,NC,1,LIB,CHALLENGER,7 CORPORATE CENTER CT.,,GREENSBORO,NC,27408,"$12,016.00 ","$3,555.00 ","$15,571.00 ",,,"$2,840.64 ","$18,411.64 ",,,,,,,,,"$18,411.64 ","$18,062.46 ",,,,,,,,,,,,"$18,062.46 ",,$349.18 ,"$18,411.64 ","$18,062.46 ",,,07-01-14,10/19/2016,,
H4WA01258,"SUTHERLAND, ROBERT J",H,WA,1,REP,CHALLENGER,PO BOX 1945,,GRANITE FALLS,WA,98252,"$10,503.43 ","$9,543.45 ","$20,046.88 ",,$200.00 ,"$1,040.30 ","$21,287.18 ",,$515.00 ,$5.00 ,$520.00 ,,,,,"$21,807.18 ","$16,942.61 ",,,,$872.00 ,$5.00 ,$877.00 ,,,,,,"$17,819.61 ",$362.00 ,"$4,349.57 ","$21,287.18 ","$16,942.61 ",$131.00 ,,01-01-15,10/19/2016,,
H2CA16100,"TACHERRA, JOHNNY",H,CA,16,REP,CHALLENGER,10034 W. ELKHORN,,BURREL,CA,93607,"$408,148.00 ","$46,938.50 ","$455,086.50 ","$2,700.00 ","$26,200.00 ","$1,825.00 ","$485,811.50 ",,"$2,700.00 ",,"$2,700.00 ",$226.87 ,,,$394.71 ,"$489,133.08 ","$442,681.16 ",,,,"$21,081.46 ",,"$21,081.46 ",,,,,"$10,582.09 ","$474,344.71 ","$1,747.43 ","$16,535.80 ","$485,811.50 ","$442,454.29 ","$32,635.71 ",,01-01-15,10/19/2016,,
H6FL12181,"TAGER, ROBERT MATTHEW",H,FL,12,DEM,CHALLENGER,26133 US HIGHWAY 19 N SUITE 202,,CLEARWATER,FL,33763,"$6,318.00 ",,"$4,858.00 ",,$0.70 ,,"$6,318.00 ",,"$40,000.00 ",,"$40,000.00 ",,,,,"$46,318.00 ","$38,512.00 ",,,,,,,,,,,,"$38,512.00 ",,"$7,804.00 ","$4,858.00 ","$31,730.00 ","$40,000.00 ",,04-01-16,10/19/2016,,
H4RI01133,"TAUB, H. RUSSELL",H,RI,1,REP,CHALLENGER,50 ADELPHI AVE 1 APT W,,PROVIDENCE,RI,2906,"$66,236.59 ","$22,146.09 ","$88,382.68 ",,,$925.00 ,"$89,307.68 ",,,,,,,,,"$89,307.68 ","$73,536.84 ",,,,,,,,,,,"$1,089.74 ","$74,626.58 ",($29.90),"$15,822.20 ","$89,307.68 ","$73,536.84 ",,,12-08-14,10/19/2016,,
H4PA05062,"TAYLOR, KERITH STRANO",H,PA,5,DEM,CHALLENGER,340 MAINSTREET,,BROOKVILLE,PA,15825,"$67,348.08 ","$31,653.53 ","$99,001.61 ",,"$2,000.00 ",$147.00 ,"$101,148.61 ",,,,,,,,,"$101,148.61 ","$77,314.34 ",,,,,,,,,,,,"$77,314.34 ","$4,864.82 ","$28,699.09 ","$101,148.61 ","$77,314.34 ",,,01-01-15,10/19/2016,,
H8WI02121,"THERON, DANIEL PETER",H,WI,2,REP,CHALLENGER,1021 SEQUOIA TRAIL,,MADISON,WI,53713,"$15,511.48 ","$10,533.51 ","$26,044.99 ",,$250.00 ,,"$26,294.99 ",,"$14,000.00 ",,"$14,000.00 ",,,,,"$40,294.99 ","$36,581.72 ",,,,"$4,040.00 ",,"$4,040.00 ",,,,,,"$40,621.72 ","$2,204.36 ","$1,877.63 ","$26,294.99 ","$36,581.72 ","$9,960.00 ",,01-01-15,10/19/2016,,
H6TX25179,"THOMAS, KATHLEEN",H,TX,25,DEM,CHALLENGER,13524 EVERGREEN WAY,,AUSTIN,TX,78737,"$30,489.00 ","$21,950.64 ","$52,439.64 ","$6,540.00 ",$900.00 ,,"$59,879.64 ",,,,,"$1,006.03 ",,,,"$60,885.67 ","$32,480.95 ",,,,,,,,,,,$290.00 ,"$32,770.95 ",,"$28,114.72 ","$59,879.64 ","$31,474.92 ","$2,232.46 ",,10-01-15,10/19/2016,,
H6IN07386,"THOMPSON, ANDREW",H,IN,7,LIB,CHALLENGER,814 E 15TH,,INDIANAPOLIS,IN,46202,"$8,736.24 ","$1,985.26 ","$10,721.50 ",,,$51.00 ,"$10,772.50 ",,"$5,500.00 ",,"$5,500.00 ",,,,$24.87 ,"$16,297.37 ","$17,433.20 ",,,$750.00 ,,,,,,,,$29.32 ,"$18,212.52 ","$3,034.41 ","$2,545.75 ","$10,772.50 ","$17,433.20 ",,,04-01-16,10/19/2016,,
H4NC12142,"THREATT, ARCHIE LEON",H,NC,12,REP,CHALLENGER,14227 BUCKTON LANE,,MATTHEWS,NC,28105,"$17,073.00 ","$8,819.00 ","$25,892.00 ","$1,500.00 ","$1,000.00 ","$2,131.75 ","$30,523.75 ",,,,,,,,,"$30,523.75 ","$29,252.30 ",,,,,,,,,,,,"$29,252.30 ",$27.74 ,"$1,299.19 ","$30,523.75 ","$29,252.30 ",,,01-01-15,10/19/2016,,
H6NY01126,"THRONE-HOLST, ANNA",H,NY,1,DEM,CHALLENGER,PO BOX 6,,SOUTHAMPTON,NY,11969,"$2,712,933.62 ","$421,791.03 ","$3,134,724.65 ",,"$375,341.22 ",,"$3,510,065.87 ","$11,643.27 ",,,,,,,"$1,589.84 ","$3,523,298.98 ","$2,981,861.99 ",,,,,,,"$20,792.56 ",,,"$20,792.56 ","$1,450.00 ","$3,004,104.55 ",,"$519,194.43 ","$3,489,273.31 ","$2,981,861.99 ",,,04-01-15,10/19/2016,,
H6ID02183,"TOMKINS, ANTHONY DAVID",H,ID,2,CON,CHALLENGER,2711 MARSHALL LN,,TWIN FALLS,ID,83301,$147.12 ,$76.50 ,$223.62 ,,,"$1,190.00 ","$1,413.62 ",,,,,,,,,"$1,413.62 ","$1,326.32 ",,,,,,,,,,,,"$1,326.32 ",,$87.30 ,"$1,413.62 ","$1,326.32 ",,,01-01-16,10/19/2016,,
H4UT03211,"TRYON, STEPHEN P.",H,UT,3,DEM,CHALLENGER,P.O. BOX 712048,,SALT LAKE CITY,UT,84171,"$5,250.00 ","$8,221.79 ","$13,471.79 ",,,"$25,520.91 ","$38,992.70 ",,"$9,800.00 ",,"$9,800.00 ",,,,,"$48,792.70 ","$10,000.00 ",,,,,,,,,,,"$37,255.10 ","$47,255.10 ",$11.34 ,"$4,321.78 ","$38,992.70 ","$10,000.00 ","$9,800.00 ",,01-01-15,10/19/2016,,
H6MO05189,"TURK, JACOB",H,MO,5,REP,CHALLENGER,PO BOX 2097,,LEES SUMMIT,MO,64063,"$91,748.00 ","$6,572.00 ","$98,320.00 ",,,,"$98,320.00 ",,$500.00 ,,$500.00 ,$200.53 ,,,,"$99,020.53 ","$79,631.21 ",,,,,,,,,,,,"$79,631.21 ",($528.73),"$18,860.59 ","$98,320.00 ","$79,430.68 ",$500.00 ,,01-01-15,10/19/2016,,
H6FL25027,"VALDES, ALINA",H,FL,25,DEM,CHALLENGER,PO BOX 823297,,PEMBROKE PINES,FL,330823297,"$6,330.23 ","$16,119.98 ","$22,450.21 ",,$750.00 ,,"$23,200.21 ",,"$13,245.00 ",,"$13,245.00 ",,,,,"$36,445.21 ","$31,413.82 ",,,,,,,$3.05 ,,,$3.05 ,$105.00 ,"$31,521.87 ",,"$4,923.34 ","$23,197.16 ","$31,413.82 ","$16,745.00 ",,04-01-15,10/19/2016,,
S6WA00321,"VANCE, CHRIS",S,WA,0,REP,CHALLENGER,909 PIKE ST NW,,AUBURN,WA,98001,"$258,460.00 ","$163,956.00 ","$422,416.00 ",$217.00 ,"$3,050.00 ",$33.00 ,"$425,716.00 ",,"$1,050.00 ",,"$1,050.00 ",,,,,"$426,766.00 ","$412,160.00 ",,,,$200.00 ,,$200.00 ,,,,,,"$412,360.00 ",,"$22,499.00 ","$425,716.00 ","$412,160.00 ",$850.00 ,,07-01-15,10/19/2016,,
H2CA48095,"VARASTEH, RON",H,CA,45,DEM,CHALLENGER,14252 CULVER DR A820,,IRVINE,CA,92604,"$4,526.80 ","$7,066.56 ","$11,593.36 ",$100.00 ,"$1,000.00 ",,"$12,693.36 ",,"$25,000.00 ",,"$25,000.00 ",,,,,"$37,693.36 ","$13,330.04 ",,,,"$75,000.00 ",,"$75,000.00 ",,,,,,"$88,330.04 ","$80,372.46 ","$29,735.78 ","$12,693.36 ","$13,330.04 ","$100,000.00 ",,01-01-15,10/19/2016,,
H6CA53054,"VELTMEYER, JAMES",H,CA,53,REP,CHALLENGER,7632 VIA CAPRI,,LA JOLLA,CA,92037,"$93,962.07 ","$12,224.00 ","$106,186.07 ",,,,"$106,186.07 ",,,"$12,500.00 ","$12,500.00 ",,,,,"$118,686.07 ","$114,925.19 ",,,,,,,"$2,100.00 ",,,"$2,100.00 ",,"$117,025.19 ",,"$1,660.88 ","$104,086.07 ","$114,925.19 ","$39,855.00 ",,01-01-15,10/19/2016,,
H6WA08092,"VENTRELLA, TONY",H,WA,8,DEM,CHALLENGER,1420 NW GILLMAN BLVD STE 2,PMB 2117,ISSAQUAH,WA,98027,"$5,350.00 ","$11,599.58 ","$16,949.58 ",,$550.00 ,"$6,841.22 ","$24,340.80 ",,"$2,500.00 ",,"$2,500.00 ",$304.93 ,,,,"$27,145.73 ","$19,950.02 ",,,,"$2,500.00 ",,"$2,500.00 ",$470.00 ,,,$470.00 ,,"$22,920.02 ",,"$8,673.31 ","$23,870.80 ","$19,645.09 ","$3,723.10 ",,04-01-16,10/19/2016,,
H4IA01077,"VERNON, MONICA W",H,IA,1,DEM,CHALLENGER,PO BOX 1635,,CEDAR RAPIDS,IA,52406,"$1,572,443.09 ","$290,196.91 ","$1,862,640.00 ","$15,000.00 ","$519,554.99 ",,"$2,397,194.99 ",,"$168,800.00 ",,"$168,800.00 ","$8,616.87 ",,,,"$2,574,611.86 ","$2,386,896.03 ",,,,"$18,200.00 ",,"$18,200.00 ","$10,436.41 ",,,"$10,436.41 ",$70.00 ,"$2,415,602.44 ",,"$159,009.42 ","$2,386,758.58 ","$2,378,279.16 ","$150,600.00 ",,01-01-15,10/19/2016,,
H6VA07130,"WADE, MICHAEL LEO",H,VA,4,REP,CHALLENGER,10400 WINDINGRIDGE CIRCLE,,HENRICO,VA,23238,"$77,949.00 ","$9,903.00 ","$87,852.00 ","$5,000.00 ","$2,725.00 ",,"$95,577.00 ",,"$21,000.00 ",,"$21,000.00 ",,,,,"$116,577.00 ","$112,488.98 ",,,,,,,,,,,,"$112,488.98 ",,"$4,088.02 ","$95,577.00 ","$112,488.98 ","$26,659.56 ",,12-01-15,10/19/2016,,
